209.06,3488.7,2098.3,782.94,217.92,319.58,214.79,20,20,20,20,64.225,867.01,220.41,428.57,202.55,345.68,193.38,20,20,20,20,67.765,870.69,218.03,425.28,204.69,348.71,196.51,20,20,20,20,69.488,864.36,217.14,417.55,204.98,348.17,199.03,20.046,20,20.001,20,70.104,848.34,215.15,399.77,206.16,342.7,201.93,21.502,20,20.275,20,70.037,824.75,211.47,369.84,208.57,328.51,205.36,30.444,20,22.236,20,69.907,803.83,207.57,338.53,210.58,309.31,208.09,46.29,20,27.299,20,69.884,786.74,203.88,311.48,211.94,287.01,210.07,63.093,20.001,35.802,20,69.793,770.77,200.24,286.03,212.61,262.39,211.63,79.565,20.009,47.502,20,69.726,756.83,196.85,263.25,211.07,237.96,212.64,96.295,20.11,61.096,20.002,69.681,744.64,193.71,243.97,205.1,216.55,212.96,112.79,20.97,74.742,20.01,69.603,734.26,190.85,227.9,195.05,198.92,212.04,128.27,23.835,87.738,20.073,69.37,724.41,187.94,214.32,182.39,183.46,208.99,142.78,28.386,100.17,20.392,68.963,715.11,185.06,202.82,168.9,169.56,203.51,156.36,33.789,112.14,21.271,68.527,707.95,182.71,192.79,156.91,157.69,196.8,168.78,39.472,123.32,22.693,68.276,704.07,181.24,183.98,147.23,147.61,191,180.12,45.008,133.52,24.459,68.094,701.57,180.18,176.16,138.89,138.78,185.97,190.4,50.146,142.72,26.142,67.971,699.82,179.36,169.12,131.49,131.49,181.64,199.73,55.099,151.61,27.827,67.874,699.78,179.1,162.82,125.08,124.42,177.48,208.27,59.821,159.44,29.474,67.778,700.34,178.99,157.35,119.73,118.2,173.64,216.28,63.854,167.08,31.199,67.724,701.28,179,152.12,115.18,112.67,170.07,223.32,67.669,174.26,32.924,67.696,702.7,179.17,147.52,111.04,107.7,166.76,229.93,71.154,180.86,34.503,67.644,704.2,179.39,143.38,107.09,103.14,163.56,236.08,74.378,187.06,36.081,67.589,705.76,179.6,139.62,103.49,99.1,160.41,241.78,77.676,192.94,37.631,67.495,707.21,179.83,136.13,100.15,95.345,157.3,247.2,80.82,198.38,39.246,67.31,708.45,179.94,132.73,97.036,92.001,153.38,252.33,83.735,203.65,40.587,67.009,709.32,179.92,129.53,94.239,88.937,148.51,257.42,86.568,208.7,42.458,66.911,710.92,180.16,126.56,91.82,86.123,144.68,262.29,89.242,213.47,44.083,66.876,712.98,180.51,123.65,89.582,83.461,141.63,266.7,91.541,217.9,45.584,66.839,714.94,180.84,121.03,87.594,80.985,138.66,271.04,93.848,222.13,47.149,66.8,716.97,181.17,118.54,85.726,78.709,135.93,275.07,95.94,226.14,48.733
509.04,2392.3,982.93,3901.4,830.67,1773.3,1195.2,20,20,20,20,259.81,1301.2,427.16,760.33,230.52,575.82,438.99,20.002,20,20.001,20.001,266.83,1304.5,429.13,756.51,233.55,581.68,446.41,20.062,20,20.001,20.005,261.95,1277.9,418.02,710.79,236.11,576.92,442.92,27.382,20,20.268,21.127,252.73,1236.1,399.15,642.97,242.36,537.08,427.82,62.221,20.001,26.398,26.723,243.99,1200,381.73,578.18,248.55,477.48,399.68,112.72,20.003,48.452,38.425,237.46,1175,368.5,526.31,252.53,414.88,370.04,161.29,20.028,80.242,53.742,232.37,1157.3,359.03,484.27,252.39,356.4,340.8,205.04,20.24,117.7,70.16,228.21,1144.1,352.94,447.79,245.27,307.46,312.43,244.6,21.483,157.36,87.398,225.18,1136.1,349.67,416.51,231.88,268.86,286.67,280.09,25.167,195.17,105.31,222.99,1132.4,348.31,389.33,217.2,238.7,263.24,311.34,31.159,228.72,122.83,221.65,1132.4,348.44,365.41,203.62,214.95,243.52,339.01,37.672,258,139.24,220.88,1134.6,349.37,344.49,191.56,195.73,226.78,363.8,44.008,283.48,154.1,220.49,1138.2,350.83,325.72,181.03,179.9,212.26,386.12,50.022,305.97,167.6,220.39,1142.5,352.61,308.77,171.66,166.41,199.77,406.38,55.634,325.97,180.1,220.29,1146.6,354.33,293.43,163.26,154.84,188.84,424.58,61.123,343.87,191.64,220.53,1151.6,356.36,279.92,155.46,145.19,178.86,441.74,65.981,360.58,202.58,221.04,1157.6,358.71,267.66,148.6,136.1,170.2,456.95,71.073,375.09,212.57,221.6,1163.6,361.05,256.19,142.52,128.39,162.36,471.55,75.481,388.78,221.68,222.17,1169.3,363.28,244.74,136.9,121.37,155.61,485.32,79.664,401.13,230.03,222.81,1175,365.49,234.02,131.78,115.2,149.52,498.59,83.724,412.57,237.68,223.51,1180.7,367.7,223.94,127,109.63,144.15,511.39,87.65,423.14,244.84,224.23,1186.2,369.82,214.11,122.59,104.74,139.2,523.88,91.429,433.04,251.35,224.98,1191.8,371.96,204.68,118.56,100.31,134.63,536.29,94.993,442.39,257.39,225.8,1197.6,374.16,195.99,114.87,95.973,130.41,547.84,98.358,451.03,263.04,226.62,1203.2,376.24,187.82,111.48,92.294,126.32,559.1,101.5,459.33,268.25,227.46,1208.8,378.3,180.24,108.37,88.703,122.51,569.7,104.47,466.93,273.25,228.3,1214,380.22,173.11,105.4,85.527,118.86,580.05,107.31,474.08,278.01,229.16,1219.2,382.07,166.36,102.59,82.584,115.47,589.81,110.04,480.68,282.71,230.03,1224.2,383.87,160.09,99.926,79.889,112.15,599.07,112.69,486.82,287.2,230.88,1229,385.61,154.22,97.44,77.389,109.02,607.78,115.26,492.59,291.52
132.73,930.4,613.26,679.39,342.22,496.94,240.68,20,20,20,20,53.466,393.02,206.39,221.68,118.7,219.93,109.77,20,20,20,20,54.903,402.65,209.84,226.91,121.22,225.68,112.88,20,20,20,20,55.781,403.41,209.21,226.43,121.13,226.21,113.68,20,20,20,20,56.401,406.25,209.45,227.74,121.73,227.34,114.64,20,20,20,20,56.936,407.26,208.67,227.85,121.79,227.34,115.26,20,20,20,20,57.289,407.61,207.34,227.49,121.65,226.73,115.69,20,20,20,20,57.623,407.01,205.98,226.67,121.46,225.68,116.19,20.001,20,20,20,57.824,405.81,204.64,225.33,121.31,224.32,116.7,20.004,20,20.003,20,57.911,403.76,203.04,223.17,121.25,222.33,117.31,20.031,20,20.022,20,57.582,398.45,199.9,216.47,122.52,216.11,118.57,21.502,20,20.455,20,57.227,392.13,195.08,210.33,124.13,202.41,119.83,24.07,20,23.031,20,56.907,386.52,190.72,205.64,125.69,186.31,120.89,26.67,20,28.329,20,56.616,381.62,187.28,200.97,127.04,170.72,121.74,29.118,20,35.353,20,56.349,377.46,184.81,195.49,128.1,157.14,122.36,31.982,20,42.981,20,56.085,373.75,183.11,188.76,128.94,145.95,122.79,35.51,20,50.445,20.001,55.78,369.98,181.72,180.63,129.76,136.46,123.07,39.713,20,57.301,20.005,55.472,366.62,180.69,171.84,130.43,128.48,122.97,44.809,20,63.719,20.021,55.129,363.17,179.68,163.21,130.98,121.53,122.39,51.038,20,69.499,20.061,54.877,361.06,178.95,156.21,131.31,115.47,120.86,56.266,20,75.172,20.221,54.533,358.9,178.15,149.53,131.56,109.95,117.83,61.808,20.001,80.392,20.844,54.259,357.16,177.64,143.6,131.62,104.71,115.16,67.719,20.003,85.546,21.55,54.026,355.93,177.25,138.27,131.34,99.901,112.33,72.496,20.015,90.288,22.338,53.788,354.54,176.82,133.75,130.61,95.53,109.65,77.227,20.054,94.966,23.167,53.609,353.24,176.49,129.91,128.94,91.49,107.72,81.52,20.687,99.48,24.07,53.49,352.71,176.41,126.48,127.44,87.674,105.98,85.228,21.184,103.79,24.757,53.385,352.3,176.36,123.5,126.14,84.114,104.43,88.608,21.691,107.85,25.441,53.287,351.96,176.35,120.8,124.78,80.878,102.94,91.833,22.416,111.76,26.077,53.207,351.69,176.39,118.29,123.27,78.03,101.5,94.862,23.032,115.51,26.693,53.119,351.29,176.41,116.01,121.37,75.476,100.06,97.711,23.738,118.97,27.285,53.005,350.42,176.28,113.91,118.33,73.328,98.582,100.5,24.59,122.28,27.903
215.25,559,361.04,3076.7,1038.8,1809.1,1884.8,20,20,20,20,250.81,592.37,329.53,350.41,155.28,339.97,345.54,20.001,20,20.001,20.001,257.11,605.5,332.81,356.4,158.05,346.12,353.55,20.001,20,20.001,20.001,259.21,611.62,331.16,357.1,158.89,346.62,358.17,20.001,20,20.003,20.001,260.21,616.13,328.34,356.95,159.64,344.69,362.11,20.004,20,20.074,20.001,259.96,617.55,324.42,355.92,161.04,337.36,365.2,20.093,20,21.008,20.02,257.92,614.23,318.77,350.8,163.86,322.32,365.88,21.751,20,24.656,20.359,255.12,608.42,312.19,344.8,167.35,297.89,362.29,25.9,20,33.876,22.346,251.66,601.74,306.79,336.4,170.42,274.8,353.79,30.982,20,46.303,26.319,246.48,592.66,301.22,324.32,173.68,254.17,335.96,38.442,20.002,59.675,32.767,242.07,585.06,297,311.4,175.92,235.86,316.61,48.16,20.015,73.493,41.527,238.63,578.86,293.84,298.83,176.75,219.47,298.88,58.252,20.11,86.884,51.106,235.59,573.25,291.32,286.62,175.84,205,282.07,68.566,20.621,99.843,60.607,233.28,568.82,289.6,275.38,172.85,192,267.28,79.055,21.88,112.35,69.969,231.25,564.42,288.11,265.17,166.67,180.88,253.44,89.368,24.073,124.29,79.004,229.8,560.87,287.07,255.78,158.44,171.12,241.27,99.487,27.573,135.44,87.786,228.59,557.9,286.26,246.93,149.89,162.37,229.56,109.22,31.826,145.92,96.274,227.53,555.55,285.71,238.59,141.95,154.55,217.63,118.4,36.299,155.78,104.86,226.78,554.13,285.56,230.35,135.63,147.15,206.44,127.06,40.604,165,113.55,226.25,553.3,285.68,222.32,130.47,140.07,196.45,135.41,44.291,173.9,121.7,225.94,553.11,286.09,214.71,126.12,133.37,187.75,143.37,47.644,182.48,129.11,225.68,553.03,286.55,207.5,122.25,127.13,180.26,150.75,50.788,190.57,135.86,225.63,553.46,287.21,200.72,118.66,121.32,173.35,158.03,53.741,198.46,142.3,225.75,554.38,288.06,194.48,115.36,115.95,166.99,164.57,56.669,205.87,148.33,225.91,555.46,288.95,188.88,112.08,111.05,160.87,170.9,59.289,212.92,154.31,226.18,556.8,290.01,183.59,108.9,106.59,155.36,176.66,61.91,219.52,160.16,226.46,558.11,291.02,178.71,105.89,102.52,150.06,182.11,64.421,225.79,165.68,226.71,559.39,291.99,174.22,103.04,98.757,145.2,187.17,66.925,231.68,170.96,227.01,560.77,292.99,169.94,100.37,95.265,140.72,191.86,69.213,237.21,175.93,227.34,562.18,293.98,165.89,97.93,91.985,136.54,196.25,71.421,242.45,180.64,227.65,563.54,294.95,162.17,95.619,88.941,132.89,200.37,73.502,247.43,185.3
547.21,777.65,1643.5,3087.5,795.39,3406.2,311.31,20,20,20,20,205.98,662.96,508.85,364.35,234.33,660.59,136.84,20,20,20.001,20,207.03,670.57,510.74,374.09,235.23,656.22,141.19,20,20,20.135,20,204.97,665.11,502.85,381.47,238.06,621.38,144.82,20,20,25.73,20,202.26,653.98,490.57,390.68,243.44,550.74,148.58,20.001,20,52.273,20,200.48,646.53,484.52,396.17,246.79,482.4,151.07,20.004,20,93.772,20,199.22,640.73,482.03,398.89,248.74,424.99,152.85,20.035,20.001,135.24,20,301.96,795.17,266.02,767.53,293.04,75.116,214.18,26.24,20.018,47.728,20,297.31,774.59,262.47,699.54,290.22,74.283,218.04,55.696,20.212,54.976,20,293.1,756.93,258.77,631.73,275.27,74.804,221.26,100.65,21.957,61.804,20.001,289.71,743.64,255.53,574.52,252.34,75.196,223.33,146.53,27.54,68.22,20.005,286.8,734.29,252.8,526.52,229.06,74.824,223.49,188.98,35.7,74.191,20.048,283.78,728.07,250.22,486.34,210.31,73.707,218.71,227.56,44.34,79.724,20.359,146.05,826.14,294.12,405.86,114.11,211,149.25,245.63,35.973,180.56,20.57,144.38,824.54,293.22,378.11,109.31,208.86,145.47,275.58,39.185,183.6,21.2,143.29,824.77,293.1,354.94,104.63,201.27,142.26,301.26,42.356,191.69,21.992,142.22,824.5,292.98,334.73,100.26,191.12,139.34,323.96,45.446,201.83,22.733,141.28,824.65,292.87,317.01,96.308,178.02,136.59,345.23,48.746,214.35,23.476,140.52,825.85,293.02,299.91,92.606,165.87,133.91,363.6,51.822,227.67,24.447,157.59,877.09,345.61,237.06,63.961,238.09,185.06,315.65,41.718,370.07,28.816,156.31,877.06,345.75,227.34,62.509,220.78,174.48,328.72,43.272,390.03,31.806,155.19,877.92,345.79,218.21,61.12,205.71,164.19,341.02,44.779,409.12,36.068,154.75,880.36,346.75,209.22,59.6,193.12,155.6,352.13,46.069,426.42,39.204,154.31,882.46,347.59,200.63,58.211,182.65,148.24,363.13,47.375,443.02,42.781,154.24,885.38,348.99,192.47,56.827,172.2,142.13,373.24,48.623,456.9,45.88,93.49,1078.3,461.37,193.83,106.65,183.64,135.62,414.79,95.505,555.41,45.978,93.779,1082.6,463.8,184.91,101.84,171.09,133.17,426.33,100.53,575.55,46.976,94.242,1087.8,466.62,176.85,97.406,160,130.63,436.72,105.27,593.97,48.172,94.669,1092.8,469.28,169.45,93.287,150.04,127.87,446.25,109.56,611.05,49.531,95.121,1098,472.09,162.65,89.573,140.94,124.97,455.01,113.64,626.89,51.065,95.535,1102.9,474.66,156.51,86.369,133.18,122.11,462.96,117.55,641.97,52.723
548.92,2691,336.42,2584.6,509.22,880.62,1361.8,20,20,20,20,197.1,898.56,173.57,484.52,181.53,324.71,296.93,20,20,20,20,199.38,895.97,183.21,482.8,183.89,330.13,300.39,20.001,20,20,20,201.1,891.55,188.12,478.54,184.95,332.6,303.19,20.168,20,20.001,20.002,199.26,878.71,190.14,457.16,186.22,334.06,304.39,24.703,20,20.036,20.152,195.22,863.42,188.85,421.75,188.18,330.18,296.22,45.938,20,20.652,22.708,192.19,852.05,186.1,385.26,190.23,317.18,288.14,75.731,20,24.153,28.329,251.35,762.44,240.42,451.69,135.89,314.33,240.1,130.75,20,30.764,32.119,249.73,755.76,237.65,413.61,137.75,294.55,235.79,163.6,20,39.101,37.609,248.49,749.42,234.62,380.9,139.72,271.02,232.05,194.41,20,50.605,42.769,247.85,745.05,232.14,352.59,141.23,246.89,228.5,222.85,20,64.712,47.282,247.61,742.62,230.3,327.83,142.12,225.72,224.31,249.17,20.001,79.071,51.408,247.57,741.54,228.95,305.6,142.44,207.84,218.95,274.06,20.005,92.772,55.537,218.38,1029.7,179.02,326.38,197.29,289.25,128.91,352.38,20.214,168.33,42.681,218.01,1029.2,176.85,302.57,189.06,258.58,127.26,382.93,21.548,196.36,44.915,218.03,1030.4,175.47,282.19,177.8,233.84,125,410.1,24.681,222.35,47.089,218.29,1033.5,174.84,264.77,166.79,214.12,122.18,434.08,28.986,245.69,49.236,218.51,1036.7,174.45,250.49,156.89,197.85,119.31,456.04,33.481,265.82,51.385,219.02,1041.5,174.46,236.8,148.17,185.16,116.29,473.99,37.89,284.93,53.477,172.97,959.9,179.66,171.19,87.852,185.48,168.83,365.09,32.419,324.14,78.226,173.41,964.95,180.09,164.31,84.641,174.06,162.16,376.13,34.429,340.6,82.209,173.67,969.88,180.43,157.71,81.596,164.39,156.06,386.12,36.344,355.56,86.273,173.71,974.26,180.68,151.81,78.727,155.79,149.59,395.8,38.278,368.77,90.277,174.01,978.79,181.07,146.43,76.013,148.46,143.88,404.37,40.269,381.03,93.755,174.27,983.32,181.56,141.88,73.419,141.61,138.59,412.45,42.094,392.17,97.299,236.65,956.72,182.58,102.97,153.19,118.45,202.19,303.19,81.223,354.73,159.39,236.71,959.49,182.67,100.99,145.41,112.88,191.73,306.26,87.778,365.56,168.51,237.13,963.08,183.01,98.775,137.55,107.65,182.27,309.75,94.808,375.12,177.77,237.66,966.92,183.49,96.722,130.38,103.03,174.3,312.83,101.27,383.92,185.55,238.12,970.72,183.99,94.856,124.44,98.817,167.09,315.67,107.34,391.97,193.05,238.63,974.64,184.52,93.129,118.9,95.131,160.48,318.22,112.81,399.48,199.72
468.95,2984.4,415.7,1370.7,487.62,2082.4,517.58,20,20,20,20,181.13,1069.2,177.43,489.8,136.53,566.48,253.12,20,20,20.001,20,185.82,1071.7,182.16,493.69,138.12,567.26,258.98,20.024,20,20.001,20,184.97,1054.4,182.91,471.05,139.35,561.4,264.27,24.563,20,20.062,20,182.59,1032.1,180.48,446.95,143.26,533.69,269.18,37.358,20,23.132,20.001,180.15,1011.9,176.39,428.13,148.15,489.4,272.65,51.507,20,37.11,20.01,178.06,996.82,172.82,412.11,151.88,445.91,273.14,64.596,20,58.568,20.102,129.82,981.53,147.33,443.12,303.24,252.5,175.91,88.051,20.009,53.685,20.199,127.38,966.18,145.23,411.95,297.83,239.2,174.4,107.66,20.297,65.523,20.695,124.32,946.91,142.99,371.46,288.35,227.51,171.87,131.67,22.814,77.55,21.784,121.93,933.7,141.12,336.56,279.23,215.94,168.27,156.5,26.847,88.999,23.326,119.99,924.06,139.44,308.75,269.5,204.67,163.88,179.18,31.412,100.15,24.961,118.06,914.87,137.72,286.87,255.93,194.35,157.74,199.59,37.223,111.28,26.725,152.08,888.45,170.24,216.8,236.76,240.97,204.98,171.66,44.038,160.88,33.462,149.64,880.51,168.41,207.71,223.06,224.42,191.55,182.96,51.578,178.54,37.853,147.53,874.72,167.03,199.17,210.55,208.89,178.61,193.52,59.07,195.69,42.95,145.71,870.42,166.04,191.41,198.27,195.04,166.28,203.48,66.415,211.93,48.577,144.25,867.89,165.47,184.31,187.09,182.96,154.69,212.74,73.623,226.92,54.581,143.13,866.58,165.19,177.87,176.75,172.29,144.12,221.09,80.691,240.63,60.835,173.72,858.64,66.146,227.13,108.11,109.99,146.15,307.33,58.952,167.09,73.024,172.96,859.75,65.994,218.24,104.71,106,136.42,318.4,61.798,172.81,80.314,172.63,861.66,65.894,209.85,101.51,102.55,128.03,328.73,64.328,177.7,87.282,172.45,863.83,65.857,202.72,98.573,99.451,121.2,338.05,66.781,182.14,93.534,172.47,866.63,65.925,196.07,95.972,96.609,115.25,346.42,69.016,186.26,99.193,172.5,869.44,66.009,190.34,93.639,94.006,110.05,354.13,71.136,190.2,104.38,186.54,515.96,139.44,107.3,117.26,91.635,82.381,192.3,90.066,182.13,80.138,186.59,517.08,139.87,107.06,114.62,89.99,80.967,192.41,92.477,184.28,81.606,186.74,517.65,140.33,106.95,111.9,88.122,79.552,192.52,95.105,187.26,83.284,186.89,518.24,140.78,106.89,109.2,86.021,78.098,192.56,97.746,190.17,84.91,187.06,518.79,141.18,106.85,106.59,84.063,76.702,192.57,100.33,193.13,86.574,187.27,519.39,141.57,106.82,104.17,82.139,75.288,192.54,102.82,195.94,88.25
443.09,1994.6,270.31,3447.1,613.21,884.7,226.44,20,20,20,20,208.45,838.94,121.44,613.5,184.08,297.16,92.594,20.001,20,20,20,212.04,852.33,123.14,612.69,190.07,306.17,97.257,20.002,20,20,20,209.58,847.93,122.82,592.06,194.05,311.48,99.38,21.871,20.001,20,20.077,204.22,841.31,122,557.38,196.37,316.52,95.197,38.947,20.052,20,21.756,200.91,837.34,121.28,525.21,192.25,319.71,90.715,63.877,21.277,20.01,25.285,198.04,833.12,120.26,494.9,188.07,316.85,87.997,88.646,24.575,20.371,28.843,311.59,665.43,179.56,325.23,160.18,399.25,179.94,74.996,26.808,25.424,64.287,310.35,657.15,176.84,316.13,159.75,370.36,166.22,85.607,29.634,36.461,79.109,308.92,650.95,174.75,307.1,156.96,347.33,155.2,95.793,32.567,48.253,90.401,307.12,645.33,172.82,299,152.78,327.19,146.11,105.57,35.66,58.957,99.046,305.36,639.79,170.91,291.13,148.16,306.97,138.92,114.99,39.015,69.598,106.37,303.6,634.52,169.13,283.34,142.06,287.46,132.93,124.2,42.791,81.024,112.57,187.69,854.78,148.94,327.39,136.29,276.89,123.52,178.94,48.146,102.71,96.155,185.5,851.88,147.62,308.74,128.68,256.18,123.91,199.97,53.402,118.81,94.481,183.67,850.6,146.76,292.46,120.73,238.35,123.57,218.72,58.685,134.04,93.725,182.2,850.27,146.23,278.06,113.07,222.47,122.82,235.25,64.137,148.55,93.633,181.01,850.76,145.95,265.39,106.18,208.41,121.69,249.79,69.485,162.06,94.058,179.95,851.36,145.77,254.13,100.35,196.31,120.29,262.76,74.566,174.66,94.817,247.27,920.46,150.74,369.37,66.366,176.47,92.975,406,55.854,172.95,78.2,245.75,922.37,150.91,351.39,64.242,168.3,91.629,423.44,57.967,181.79,79.769,244.95,924.36,151.26,333.4,62.389,160.63,90.28,442.5,59.873,190.69,81.14,244.54,926.81,151.69,316.02,60.678,153.27,88.939,460.85,61.592,199.06,82.505,244.4,929.53,152.21,300.39,59.105,146.55,87.656,479.1,63.135,207,83.712,244.5,932.47,152.73,285.31,57.628,140.51,86.401,495.71,64.59,214.66,84.844,313.63,888.36,88.198,228.14,92.893,105.79,121.72,420.52,112.61,171.45,137.07,314.53,890.96,88.541,219.41,89.213,102.5,116.53,430.79,116.46,175.93,143.87,315.89,893.89,88.838,210.94,85.655,99.609,112.04,440.75,120.41,179.93,149,317.01,896.66,89.118,203.33,82.519,96.949,108.28,450.41,124.4,183.63,153.79,318.08,899.74,89.419,196.16,79.35,94.42,104.97,459.29,127.87,187.02,157.8,319.04,902.63,89.698,189.72,76.666,92.043,102.04,467.76,131.38,190.26,161.34
513.44,2259.2,567.13,1775.8,1498.1,998.37,597.75,20,20,20,20,271.22,1043.5,266.01,541.67,478.86,347.19,231.01,20.001,20.001,20.001,20,280.19,1047.4,266.7,546.79,474.06,352.31,239.25,20.001,20.067,20,20,280.53,1033.2,261.5,548.67,427.06,361.93,246.43,20.013,29.557,20,20,278.75,1024.3,255.83,541.02,384.79,368.06,252.5,20.552,50.206,20.001,20,274.19,1011.2,248.97,512.64,350.68,372.53,259.26,26.295,71.235,20.014,20.001,268.4,993.72,241.22,474.5,317.42,372.97,265.37,39.941,91.221,20.215,20.015,196.16,756.49,343.89,459.42,263.3,289.45,183.64,59.759,97.237,20.604,20.027,191.06,743.22,336.08,423.81,249.02,275.29,186.91,80.868,110.35,22.706,20.117,186.26,730.21,328.14,393.44,238.15,248.93,187.4,102.09,122.65,30.25,20.496,182.79,721.4,322.25,368.62,228.91,220.74,186.79,121.79,133.84,43.352,21.298,180.4,716.01,318.44,348.06,220.03,196.38,185.99,139.27,143.82,58.151,22.153,178.71,712.84,316.13,330.74,211.62,175.84,185.07,154.79,152.98,72.76,22.976,141.17,502.43,351.06,116.04,196.04,110.55,358.5,67.484,149.56,65.596,31.587,137.95,497.8,349,114.29,190.93,101.88,339.55,71.196,155.14,74.908,36.128,134.5,493.2,347.23,113.01,186.12,94.786,320.11,74.708,160.67,83.297,41.49,131.31,489.24,345.96,111.79,181.62,88.65,301.32,77.918,166,90.969,47.563,128.6,486.21,345.28,110.52,177.26,83.454,284.22,80.846,171.15,98.201,53.814,126.55,484.13,345.13,109.13,173.06,78.845,269.73,83.518,176.12,104.77,60.033,326.8,462.93,326.97,167.75,157.46,111.76,258.57,119.82,170.81,159.21,71.469,325.34,462.06,327.32,168.79,153.28,106.14,242.72,119.46,175.73,166.9,81.073,324.02,461.23,327.67,168.73,149.59,100.54,228.5,120.08,180.66,175.41,91.097,323.69,461.19,328.6,168.01,145.72,95.234,214.53,121.04,185.06,183.49,100.41,323.58,461.44,329.72,167.03,142.15,90.46,202.79,122.16,189.53,191.04,109.76,323.72,461.91,330.89,165.85,138.72,86.165,192.29,123.32,193.85,198.03,118.4,105.61,802.5,180.86,195.28,160.88,67.59,124.02,172.45,243.51,143.64,78.249,105.11,804.07,180.64,185.47,155.88,67.087,122.39,183.73,250.54,145.11,79.187,104.87,806.96,180.85,177.69,151.04,65.893,120.3,192.71,256.99,147.22,80.547,104.72,809.82,181.15,171.36,146.46,64.497,118.05,200.25,263.03,149.59,82.171,104.59,812.61,181.48,165.82,142.16,63.07,115.73,206.84,268.9,152.1,83.995,104.54,815.43,181.88,160.95,138.01,61.644,113.38,212.96,274.53,154.69,85.825
781.04,3703.3,845.36,2195.4,1200,452.11,1100.7,20,20,20,20,234.11,1318.7,230.56,747.42,408.21,227.56,418.05,20.001,20.001,20,20.001,236.46,1324.6,233.02,746.45,409.89,233.98,421.86,20.004,20.001,20,20,234.45,1310.8,230.54,716.14,408.58,239.96,426.8,22.273,20.022,20,20.007,227.24,1275.8,225.29,643.65,401.08,248.96,430.52,40.817,20.919,20.001,20.291,218.15,1237.1,218.64,574.28,379.41,257.59,413.57,77.563,26.108,20.056,23.253,210.62,1203.8,211.58,517.93,352.66,257.61,390.08,117.11,37.433,20.78,30.557,229.96,829.94,235.29,339.23,165.49,419.04,268.1,105.94,31.217,32.011,34.943,226.28,807.38,226.1,317.11,162.95,373.9,252.45,126.8,35.119,47.153,42.956,223.18,789.58,218.78,295.63,158.7,335.45,236.73,148.34,39.401,64.692,51.444,220.84,776.84,213.25,275.69,153.32,301.81,221.05,169.39,43.898,84.066,60.689,219.21,768.01,209.09,258.03,147.68,271.27,205.92,188.91,48.411,104.87,70.298,218.29,762.49,206.24,242.79,141.95,243.84,192.36,206.42,52.86,126.15,79.808,106.4,940.65,238.01,196.35,160.27,237.51,252.63,192.64,65.984,163.11,111.2,105.23,937.51,236.29,186.25,152.36,213.85,238.24,206.5,72.022,187.07,121.94,104.7,937.26,235.73,176.82,144.59,194.12,224.88,219.01,77.908,208.04,132.28,104.45,939.04,235.87,168.5,137.03,177.63,213.13,230.57,83.917,227.85,142.63,104.54,942.94,236.83,160.58,129.78,164.16,203.18,240.72,89.543,245.66,151.61,104.66,947.08,238.07,153.54,123.81,151.77,194.66,250.07,95.11,261.3,160,244.71,715.85,136.41,159.04,112.27,118.86,112.87,272.17,93.758,223.99,106.81,245.61,720.03,137.52,154.53,108.24,112.78,107.37,277.93,97.36,232.31,112.68,246.67,722.68,138.13,150.77,104.69,107.75,102.99,282.58,100.99,240.03,118.12,247.72,725.19,138.8,147.89,101.4,103.39,98.959,285.76,104.36,246.86,122.84,248.59,727.23,139.34,145.82,98.369,99.619,95.691,287.79,107.54,252.95,127.54,249.48,729.29,139.92,144.33,95.492,96.429,92.445,289.12,110.6,258.4,131.52,121.6,663.73,231.69,99.86,120.43,106.8,58.332,198.23,149.72,305.64,79.022,122.15,666.34,233.11,98.639,116.18,103.07,57.801,199.65,154.48,312.06,79.436,122.46,668.66,234.47,97.525,112.36,99.587,57.172,201.13,159.4,318.4,80.101,122.78,671.15,235.83,96.423,108.54,96.353,56.493,202.54,163.95,324.37,80.825,123.1,673.51,237.13,95.368,105,93.496,55.82,203.91,168.53,330.18,81.567,123.43,676.01,238.48,94.343,101.65,90.694,55.153,205.21,172.77,335.6,82.283
